PROJNUM,ActivityType
19980231,Road
19980232,Road
19980233,Road
19980234,Road
19980235,Road
19980236,Road
19980237,Road
19980238,Road
19980239,Road
19980240,Road
19980241,Road
19980242,Road
19980243,Instream
19980243,Riparian
19980244,Road
19980245,Road
19980246,Road
19980247,Road
19980248,Riparian
19980249,Road
19980250,Road
19980251,Road
19980252,Road
19980253,Road
19980254,Upland
19980255,Upland
19980256,Riparian
19980257,Riparian
19980257,Upland
19980258,Riparian
19980259,Road
19980260,Road
19980261,Road
19980262,Riparian
19980262,Road
19980263,Road
19980264,Road
19980265,Road
19980266,Upland
19980267,Riparian
19980268,Road
19980269,Road
19980270,Riparian
19980271,Riparian
19980272,Riparian
19980273,Riparian
19980274,Riparian
19980275,Instream
19980275,Riparian
19980276,Instream
19980276,Riparian
19980276,Upland
19980277,Upland
19980278,Instream
19980278,Riparian
19980278,Upland
19980279,Instream
19980279,Riparian
19980279,Upland
19980280,Instream
19980280,Riparian
19980281,Instream
19980281,Riparian
19980281,Upland
19980282,Fish Passage
19980283,Wetland
19980284,Instream
19980286,Instream
19980287,Instream
19980287,Riparian
19980287,Fish Passage
19980288,Instream
19980288,Riparian
19980288,Fish Passage
19980289,Instream
19980290,Instream
19980290,Riparian
19980290,Fish Passage
19980291,Instream
19980291,Riparian
19980291,Fish Passage
19980292,Instream
19980293,Road
19980295,Instream
19980296,Combined
19980297,Instream
19980297,Riparian
19980297,Wetland
19980298,Instream
19980299,Instream
19980300,Instream
19980300,Riparian
19980301,Instream
19980301,Riparian
19980302,Fish Passage
19980303,Instream
19980304,Instream
19980305,Riparian
19980306,Road
19980307,Road
19980308,Riparian
19980309,Riparian
19980310,Road
19980311,Combined
19980312,Instream
19980313,Instream
19980314,Riparian
19980315,Instream
19980316,Road
19980317,Fish Passage
19980317,Road
19980318,Road
19980319,Instream
19980319,Road
19980320,Road
19980321,Road
19980322,Combined
19980323,Road
19980324,Fish Passage
19980324,Road
19980325,Road
19980326,Fish Passage
19980326,Road
19980327,Road
19980328,Road
19980329,Road
19980330,Road
19980331,Road
19980332,Road
19980333,Road
19980334,Road
19980335,Fish Passage
19980336,Road
19980337,Road
19980338,Road
19980339,Road
19980340,Road
19980341,Fish Passage
19980342,Road
19980343,Road
19980344,Road
19980345,Road
19980346,Road
19980347,Fish Passage
19980347,Road
19980348,Road
19980349,Road
19980350,Road
19980351,Road
19980352,Road
19980353,Road
19980354,Road
19980355,Road
19980356,Road
19980357,Road
19980358,Road
19980359,Fish Passage
19980360,Road
19980361,Road
19980362,Road
19980363,Road
19980364,Fish Passage
19980364,Road
19980365,Fish Passage
19980365,Road
19980366,Riparian
19980367,Riparian
19980368,Riparian
19980369,Road
19980370,Road
19980371,Road
19980372,Road
19980373,Road
19980374,Road
19980375,Road
19980376,Road
19980377,Road
19980379,Riparian
19980380,Riparian
19980381,Road
19980382,Road
19980383,Road
19980384,Road
19980385,Road
19980386,Road
19980387,Road
19980388,Riparian
19980389,Riparian
19980390,Riparian
19980391,Road
19980392,Road
19980393,Road
19980394,Riparian
19980395,Combined
19980396,Road
19980397,Road
19980398,Road
19980399,Road
19980400,Road
19980401,Road
19980402,Road
19980403,Road
19980404,Road
19980405,Road
19980406,Road
19980407,Road
19980408,Road
19980409,Road
19980410,Road
19980411,Road
19980412,Road
19980413,Road
19980414,Road
19980415,Road
19980416,Road
19980417,Road
19980418,Road
19980419,Road
19980420,Fish Passage
19980421,Fish Passage
19980422,Fish Passage
19980423,Road
19980424,Riparian
19980425,Riparian
19980426,Riparian
19980427,Riparian
19980428,Road
19980429,Road
19980430,Combined
19980431,Road
19980432,Riparian
19980433,Riparian
19980434,Road
19980435,Riparian
19980436,Riparian
19980437,Riparian
19980438,Riparian
19980439,Riparian
19980440,Riparian
19980441,Riparian
19980443,Road
19980444,Road
19980445,Road
19980446,Road
19980447,Road
19980448,Road
19980449,Road
19980450,Road
19980451,Road
19980452,Road
19980453,Road
19980454,Road
19980455,Combined
19980456,Road
19980457,Combined
19980458,Combined
19980459,Road
19980460,Road
19980461,Road
19980462,Road
19980463,Road
19980464,Instream
19980465,Instream
19980466,Instream
19980467,Riparian
19980468,Fish Passage
19980469,Fish Passage
19980470,Fish Passage
19980471,Fish Passage
19980472,Fish Passage
19980473,Fish Passage
19980474,Fish Passage
19980475,Fish Passage
19980476,Instream
19980476,Riparian
19980476,Fish Passage
19980476,Road
19980478,Instream
19980479,Instream
19980480,Instream
19980481,Instream
19980482,Instream
19980483,Instream
19980483,Fish Passage
19980484,Fish Passage
19980485,Fish Passage
19980485,Instream Flow
19980487,Road
19980488,Road
19980489,Road
19980491,Road
19980493,Road
19980494,Road
19980495,Upland
19980496,Upland
19980497,Road
19980498,Road
19980499,Combined
19980500,Road
19980501,Instream
19980502,Instream
19980503,Instream
19980503,Fish Passage
19980504,Road
19980505,Road
19980506,Road
19980507,Instream
19980508,Instream
19980509,Combined
19980510,Combined
19980511,Road
19980512,Road
19980513,Road
19980514,Road
19980515,Road
19980516,Combined
19980517,Fish Passage
19980518,Fish Passage
19980519,Road
19980520,Riparian
19980521,Riparian
19980522,Riparian
19980522,Upland
19980523,Riparian
19980524,Riparian
19980525,Riparian
19980525,Upland
19980526,Riparian
19980527,Riparian
19980528,Riparian
19980529,Riparian
19980530,Riparian
19980531,Riparian
19980532,Riparian
19980533,Riparian
19980534,Riparian
19980535,Riparian
19980536,Riparian
19980537,Riparian
19980538,Riparian
19980539,Riparian
19980540,Riparian
19980541,Instream
19980541,Riparian
19980542,Riparian
19980543,Instream
19980543,Riparian
19980544,Wetland
19980545,Instream
19980546,Instream
19980547,Instream
19980548,Road
19980549,Riparian
19980550,Riparian
19980551,Riparian
19980552,Riparian
19980553,Fish Passage
19980554,Fish Passage
19980555,Road
19980556,Road
19980557,Road
19980558,Combined
19980559,Road
19980560,Road
19980561,Road
19980562,Road
19980563,Road
19980564,Combined
19980565,Road
19980566,Road
19980568,Road
19980569,Road
19980570,Road
19980571,Road
19980572,Road
19980573,Road
19980574,Road
19980575,Road
19980576,Combined
19980577,Road
19980583,Road
19980585,Road
19980586,Road
19980588,Road
19980592,Road
19980593,Road
19980594,Road
19980595,Road
19980596,Road
19980597,Combined
19980598,Combined
19980599,Combined
19980600,Riparian
19980600,Upland
19980601,Riparian
19980602,Riparian
19980603,Riparian
19980603,Upland
19980604,Riparian
19980605,Riparian
19980606,Road
19980607,Road
19980608,Road
19980609,Road
19980610,Road
19980611,Road
19980612,Road
19980613,Road
19980614,Road
19980615,Road
19980616,Road
19980617,Fish Passage
19980618,Road
19980619,Road
19980620,Road
19980621,Road
19980622,Road
19980623,Road
19980624,Road
19980625,Road
19980626,Road
19980627,Road
19980628,Road
19980629,Road
19980630,Road
19980631,Road
19980632,Road
19980633,Road
19980634,Road
19980635,Road
19980636,Road
19980637,Riparian
19980638,Riparian
19980639,Riparian
19980640,Riparian
19980641,Riparian
19980642,Riparian
19980643,Riparian
19980644,Riparian
19980645,Fish Passage
19980646,Fish Passage
19980647,Road
19980648,Road
19980649,Fish Passage
19980650,Fish Passage
19980651,Fish Passage
19980652,Road
19980653,Fish Passage
19980654,Road
19980655,Riparian
19980656,Riparian
19980657,Riparian
19980658,Road
19980659,Riparian
19980660,Riparian
19980661,Riparian
19980662,Riparian
19980663,Riparian
19980664,Riparian
19980665,Riparian
19980666,Riparian
19980667,Riparian
19980668,Riparian
19980669,Fish Passage
19980670,Fish Passage
19980671,Road
19980672,Road
19980673,Fish Passage
19980674,Fish Passage
19980675,Fish Passage
19980676,Instream
19980677,Road
19980678,Road
19980679,Combined
19980680,Road
19980681,Riparian
19980682,Road
19980683,Riparian
19980684,Riparian
19980685,Riparian
19980685,Road
19980686,Combined
19980687,Road
19980688,Road
19980689,Road
19980690,Riparian
19980690,Road
19980691,Riparian
19980691,Road
19980692,Riparian
19980693,Riparian
19980693,Road
19980694,Riparian
19980694,Road
19980695,Riparian
19980695,Road
19980696,Riparian
19980697,Road
19980698,Road
19980699,Road
19980700,Road
19980701,Road
19980702,Road
19980703,Road
19980704,Riparian
19980705,Riparian
19980706,Riparian
19980707,Riparian
19980708,Riparian
19980709,Riparian
19980710,Riparian
19980711,Road
19980712,Road
19980713,Fish Passage
19980714,Fish Passage
19980715,Fish Passage
19980716,Road
19980717,Fish Passage
19980718,Combined
19980719,Road
19980720,Fish Passage
19980721,Fish Passage
19980722,Instream
19980722,Riparian
19980722,Fish Passage
19980723,Fish Passage
19980724,Instream
19980724,Fish Passage
19980725,Fish Passage
19980726,Instream
19980727,Road
19980728,Road
19980729,Road
19980730,Road
19980731,Road
19980732,Road
19980733,Road
19980734,Road
19980735,Road
19980736,Road
19980737,Road
19980738,Road
19980739,Road
19980740,Road
19980741,Road
19980742,Road
19980743,Road
19980744,Road
19980745,Road
19980746,Road
19980747,Road
19980748,Road
19980754,Road
19980755,Road
19980756,Road
19980759,Road
19980760,Combined
19980761,Road
19980762,Road
19980764,Road
19980765,Road
19980768,Road
19980769,Road
19980770,Road
19980771,Road
19980772,Road
19980773,Road
19980787,Road
19980788,Road
19980792,Road
19980793,Road
19980794,Road
19980795,Road
19980796,Road
19980797,Road
19980798,Road
19980799,Fish Passage
19980800,Instream
19980801,Combined
19980802,Fish Passage
19980803,Instream
19980803,Riparian
19980803,Fish Passage
19980803,Wetland
19980804,Instream
19980804,Riparian
19980804,Fish Passage
19980804,Wetland
19980805,Instream
19980805,Fish Passage
19980806,Combined
19980807,Instream
19980807,Fish Passage
19980808,Instream
19980808,Riparian
19980808,Fish Passage
19980808,Wetland
19980809,Instream
19980809,Riparian
19980809,Fish Passage
19980809,Upland
19980809,Wetland
19980810,Instream
19980811,Instream
19980811,Fish Passage
19980812,Instream
19980812,Riparian
19980812,Fish Passage
19980813,Road
19980814,Road
19980815,Riparian
19980816,Road
19980817,Road
19980818,Road
19980819,Road
19980820,Road
19980822,Road
19980823,Road
19980824,Fish Passage
19980824,Road
19980825,Combined
19980826,Combined
19980827,Instream
19980827,Fish Passage
19980828,Riparian
19980829,Instream
19980830,Road
19980831,Road
19980832,Road
19980833,Road
19980834,Combined
19980835,Combined
19980836,Road
19980837,Combined
19980838,Road
19980839,Road
19980840,Road
19980841,Fish Passage
19980841,Road
19980842,Road
19980843,Road
19980844,Road
19980845,Road
19980846,Road
19980847,Riparian
19980848,Fish Passage
19980849,Fish Passage
19980850,Road
19980851,Road
19980852,Road
19980853,Road
19980854,Road
19980855,Road
19980856,Road
19980857,Road
19980858,Road
19980860,Fish Passage
19980860,Road
19980861,Road
19980862,Road
19980863,Instream
19980864,Instream
19980865,Instream
19980866,Instream
19980866,Fish Passage
19980866,Road
19980867,Riparian
19980868,Instream
19980869,Riparian
19980870,Fish Passage
19980871,Instream
19980872,Instream
19980873,Instream
19980874,Instream
19980876,Riparian
19980877,Fish Passage
19980880,Instream
19980881,Instream
19980881,Fish Passage
19980881,Road
19980882,Combined
19980883,Instream
19980884,Instream
19980884,Fish Passage
19980884,Road
19980885,Combined
19980886,Fish Passage
19980887,Combined
19980888,Instream
19980888,Fish Passage
19980889,Road
19980890,Road
19980891,Road
19980892,Riparian
19980893,Instream
19980893,Riparian
19980894,Riparian
19980895,Riparian
19980896,Fish Passage
19980897,Fish Passage
19980898,Riparian
19980899,Road
19980900,Road
19980901,Road
19980902,Combined
19980903,Road
19980904,Combined
19980905,Riparian
19980906,Road
19980907,Road
19980908,Road
19980909,Combined
19980910,Road
19980911,Fish Passage
19980912,Road
19980913,Road
19980914,Road
19980915,Combined
19980916,Combined
19980917,Fish Passage
19980918,Fish Passage
19980919,Fish Passage
19980920,Road
19980921,Road
19980922,Road
19980923,Wetland
19980924,Riparian
19980925,Riparian
19980926,Road
19980927,Road
19980928,Road
19980929,Road
19980930,Road
19980931,Fish Passage
19980932,Instream
19980933,Instream
19980934,Instream
19980935,Instream
19980936,Instream
19980937,Fish Passage
19980938,Riparian
19980939,Fish Passage
19980940,Fish Passage
19980941,Road
19980942,Road
19980943,Instream
19980944,Instream
19980945,Instream
19980946,Instream
19980947,Instream
19980948,Instream
19980949,Instream
19980950,Instream
19980951,Instream
19980952,Instream
19980953,Riparian
19980954,Upland
19980955,Instream
19980956,Riparian
19980957,Fish Passage
19980958,Riparian
19980959,Fish Passage
19980960,Instream
19980960,Riparian
19980961,Riparian
19980962,Riparian
19980963,Riparian
19980964,Instream
19980965,Riparian
19980966,Riparian
19980967,Instream
19980968,Fish Passage
19980969,Riparian
19980969,Upland
19980970,Instream
19980970,Riparian
19980970,Road
19980971,Instream
19980971,Riparian
19980971,Upland
19980972,Instream
19980972,Riparian
19980973,Riparian
19980973,Upland
19980974,Instream
19980974,Riparian
19980975,Riparian
19980976,Riparian
19980976,Upland
19980977,Riparian
19980978,Riparian
19980979,Riparian
19980979,Fish Passage
19980980,Riparian
19980980,Fish Passage
19980981,Riparian
19980982,Riparian
19980983,Riparian
19980984,Riparian
19980984,Fish Passage
19980985,Riparian
19980986,Riparian
19980987,Riparian
19980988,Riparian
19980989,Riparian
19980990,Fish Passage
19980991,Road
19980992,Riparian
19980993,Riparian
19980994,Riparian
19980995,Riparian
19980996,Riparian
19980997,Riparian
19980998,Riparian
19980999,Riparian
19981000,Riparian
19981001,Riparian
19981002,Riparian
19981003,Riparian
19981004,Riparian
19981005,Riparian
19981006,Riparian
19981007,Riparian
19981008,Riparian
19981009,Instream
19981010,Instream
19981011,Road
19981012,Road
19981013,Instream
19981013,Riparian
19981014,Instream
19981015,Instream
19981016,Instream
19981016,Riparian
19981018,Riparian
19981019,Road
19981020,Instream
19981021,Road
19981022,Road
19981023,Road
19981024,Road
19981025,Road
19981026,Road
19981029,Riparian
19981030,Road
19981031,Road
19981032,Road
19981033,Road
19981034,Road
19981035,Road
19981036,Road
19981037,Road
19981038,Road
19981040,Road
19981041,Road
19981042,Road
19981043,Road
19981044,Road
19981045,Road
19981046,Combined
19981047,Road
19981048,Road
19981049,Road
19981050,Road
19981051,Road
19981052,Road
19981054,Road
19981055,Road
19981056,Road
19981057,Fish Passage
19981058,Road
19981059,Road
19981060,Road
19981061,Road
19981062,Upland
19981063,Instream
19981064,Road
19981065,Riparian
19981066,Riparian
19981067,Road
19981068,Road
19981069,Road
19981070,Road
19981071,Road
19981072,Road
19981073,Road
19981074,Instream
19981075,Road
19981076,Road
19981077,Road
19981078,Instream
19981079,Combined
19981080,Instream
19981080,Fish Passage
19981081,Riparian
19981081,Wetland
19981082,Wetland
19981083,Riparian
19981083,Wetland
19981084,Fish Passage
19981085,Riparian
19981086,Riparian
19981086,Upland
19981087,Fish Passage
19981088,Instream
19981088,Riparian
19981088,Upland
19981089,Upland
19981090,Fish Passage
19981091,Fish Passage
19981092,Fish Passage
19981093,Fish Passage
19981093,Upland
19981094,Fish Passage
19981095,Upland
19981096,Riparian
19981096,Fish Passage
19981097,Upland
19981098,Upland
19981099,Riparian
19981099,Fish Passage
19981100,Fish Passage
19981101,Instream
19981101,Riparian
19981102,Instream
19981102,Riparian
19981103,Road
19981104,Road
19981105,Road
19981106,Road
19981107,Road
19981108,Road
19981109,Road
19981110,Riparian
19981110,Upland
19981111,Fish Passage
19981111,Fish Screening
19981112,Road
19981113,Road
19981114,Road
19981115,Instream
19981115,Riparian
19981116,Riparian
19981116,Fish Passage
19981118,Riparian
19981119,Riparian
19981120,Riparian
19981121,Riparian
19981122,Riparian
19981123,Riparian
19981124,Riparian
19981125,Riparian
19981126,Riparian
19981127,Riparian
19981128,Riparian
19981129,Riparian
19981130,Riparian
19981131,Riparian
19981132,Riparian
19981133,Riparian
19981134,Riparian
19981135,Riparian
19981136,Riparian
19981137,Riparian
19981138,Riparian
19981139,Riparian
19981140,Riparian
19981141,Riparian
19981142,Riparian
19981143,Riparian
19981144,Riparian
19981145,Riparian
19981146,Riparian
