PROJNUM,NameType
20030716,"['confederated tribes of the umatilla indian reservation (tribal)', 'confederated tribes of the umatilla indian reservation (tribal)', 'allotment owners (private non-industrial landowner)', 'columbia river inter tribal fish commission (tribal)', 'bpa (federal agency or jobs program (or ownership))', 'epa (federal agency or jobs program (or ownership))', 'nrcs (federal agency or jobs program (or ownership))']"
20030717,"['oweb (state agency/university or jobs program (or ownership))', 'crook swcd (Soil & Water Conservation District)', 'private landowner (private non-industrial landowner)', 'national riparian service team (federal agency or jobs program (or ownership))', 'odfw (state agency/university or jobs program (or ownership))', 'usfs (federal agency or jobs program (or ownership))']"
20030718,"['crook swcd (Soil & Water Conservation District)', 'oweb (state agency/university or jobs program (or ownership))', 'national riparian service team (federal agency or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'odfw (state agency/university or jobs program (or ownership))', 'usfs (federal agency or jobs program (or ownership))']"
20030719,"['oweb (state agency/university or jobs program (or ownership))', 'bureau of reclamation (federal agency or jobs program (or ownership))', 'odfw (state agency/university or jobs program (or ownership))', 'crooked river watershed council (watershed council)', 'ochoco irrigation district (local agency)']"
20030720,"['crooked river watershed council (watershed council)', 'private landowner (private non-industrial landowner)', 'odfw (state agency/university or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))', 'usfs (federal agency or jobs program (or ownership))']"
20030721,"['usfs (federal agency or jobs program (or ownership))', 'ochoco irrigation district (local agency)', 'deschutes river conservancy (conservation group)', 'oweb (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'crooked river watershed council (watershed council)']"
20030722,"['oweb (state agency/university or jobs program (or ownership))', 'crooked river watershed council (watershed council)', 'odfw (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)']"
20030723,"['deschutes river conservancy (conservation group)', 'crooked river watershed council (watershed council)', 'private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))']"
20030724,"['private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))', 'odfw (state agency/university or jobs program (or ownership))', 'crooked river watershed council (watershed council)']"
20030725,"['private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))', 'crooked river watershed council (watershed council)']"
20030726,"['oweb (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'odfw (state agency/university or jobs program (or ownership))', 'crooked river watershed council (watershed council)']"
20030727,"['cracker creek gold mining company (other)', 'oweb (state agency/university or jobs program (or ownership))', 'oregon department of geology mineral industries (state agency/university or jobs program (or ownership))']"
20030728,"['oweb (state agency/university or jobs program (or ownership))', 'private landowners multiple (private non-industrial landowner)', 'oregon state university (state agency/university or jobs program (or ownership))', 'deschutes swcd (Soil & Water Conservation District)']"
20030729,"['waterbury allen ditch improvement co (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))', 'eagle valley swcd (Soil & Water Conservation District)']"
20030730,"['eagle valley swcd (Soil & Water Conservation District)', 'private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))']"
20030731,"['oweb (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'grant swcd (Soil & Water Conservation District)']"
20030732,"['oweb (state agency/university or jobs program (or ownership))', 'grant swcd (Soil & Water Conservation District)', 'ricco ranch (private non-industrial landowner)']"
20030733,"['oweb (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)']"
20030734,"['private landowner (private non-industrial landowner)', 'harney swcd (Soil & Water Conservation District)', 'eastern oregon agricultural research center (research)', 'odfw (state agency/university or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))']"
20030735,"['harney swcd (Soil & Water Conservation District)', 'nrcs (federal agency or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))']"
20030736,"['harney swcd (Soil & Water Conservation District)', 'private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))']"
20030737,"['private landowner (private non-industrial landowner)', 'nrcs (federal agency or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))', 'harney swcd (Soil & Water Conservation District)']"
20030738,"['harney swcd (Soil & Water Conservation District)', 'private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))', 'nrcs (federal agency or jobs program (or ownership))']"
